no,who,Newbie,Age,Gender,Household Income,Sexual Preference,Country,Education Attainment,Major Occupation,Marital Status,Years on Internet
5444,id244,0,49.0,Male,$20-29,Heterosexual,Kentucky,College,Other,Divorced,1-3 yr
5445,id88131,0,15.0,Male,,Heterosexual,Washington,High School,Education,Single,1-3 yr
5446,id73809,0,39.0,Male,,Heterosexual,Illinois,Professional,Professional,Married,1-3 yr
5447,id90033,0,51.0,Female,$50-74,Heterosexual,Virginia,Some College,Management,Married,1-3 yr
5448,id72774,0,37.0,Male,$75-99,Heterosexual,Texas,College,Computer,Married,4-6 yr
5449,id88144,0,49.0,Male,$40-49,Gay male,Illinois,Masters,Professional,Other,1-3 yr
5450,id86156,0,38.0,Male,$50-74,Gay male,Illinois,Doctoral,Education,Single,Over 7 yr
5451,id78680,1,40.0,Female,$50-74,,Texas,Some College,Management,Married,6-12 mo
5452,id89558,0,54.0,Female,$50-74,,New Jersey,Some College,Other,Divorced,4-6 yr
5453,id90029,0,53.0,Male,Over $100,Heterosexual,Vermont,Other,Professional,Married,1-3 yr
5454,id1512,0,46.0,Female,,,British Columbia,Special,Other,Single,4-6 yr
5455,id76600,1,16.0,Male,$75-99,Heterosexual,Singapore,High School,Education,Single,6-12 mo
5456,id84906,0,25.0,Male,$30-39,Heterosexual,Kansas,Special,Professional,Married,1-3 yr
5457,id76970,0,53.0,Female,Over $100,Heterosexual,Michigan,Masters,Education,Married,1-3 yr
5458,id84161,0,20.0,Male,$75-99,Heterosexual,California,Some College,Education,Single,Over 7 yr
5459,id89039,1,23.0,Male,$30-39,Bisexual,Minnesota,Special,Management,Single,6-12 mo
5460,id75647,0,53.0,Male,$50-74,Heterosexual,Utah,College,Computer,Married,1-3 yr
5461,id76688,0,45.0,Male,$50-74,Heterosexual,California,Some College,Computer,Married,1-3 yr
5462,id78301,0,26.0,Male,$10-19,Gay male,Massachusetts,Some College,Education,Single,1-3 yr
5463,id73259,0,47.0,Male,$75-99,Heterosexual,Prince Edward Island,College,Management,Married,1-3 yr
5464,id78302,0,31.0,Male,$30-39,Heterosexual,Brazil,Doctoral,Education,Married,Over 7 yr
5465,id79355,0,25.0,Male,Over $100,Heterosexual,New York,Some College,Education,Other,1-3 yr
5466,id81215,1,41.0,Female,$30-39,Heterosexual,Indiana,High School,Other,Divorced,6-12 mo
5467,id77358,1,51.0,Male,Over $100,Heterosexual,Texas,College,Management,Married,Under 6 mo
5468,id87021,0,24.0,Male,Over $100,Heterosexual,Ecuador,College,Management,Single,1-3 yr
5469,id88559,1,27.0,Female,$30-39,Heterosexual,Arkansas,College,Management,Married,6-12 mo
5470,id74623,0,45.0,Male,$50-74,Heterosexual,Alberta,Some College,Computer,Other,Over 7 yr
5471,id80083,0,33.0,Male,$50-74,Heterosexual,Mississippi,Masters,Professional,Married,1-3 yr
5472,id76115,0,25.0,Male,$50-74,Heterosexual,Colorado,College,Computer,Married,Over 7 yr
5473,id88162,1,29.0,Female,$30-39,Heterosexual,Washington D.C.,Masters,Professional,Single,6-12 mo
5474,id2719,0,39.0,Male,Over $100,Heterosexual,Washington,Professional,Professional,Married,4-6 yr
5475,id88165,0,26.0,Male,$30-39,Heterosexual,Washington,Special,Computer,Divorced,1-3 yr
5476,id89178,0,22.0,Male,Under $10,Gay male,Texas,Masters,Computer,Single,4-6 yr
5477,id88167,0,16.0,Male,$40-49,Heterosexual,Washington,High School,Education,Single,4-6 yr
5478,id74877,0,47.0,Male,$50-74,Bisexual,Oregon,Some College,Computer,Married,Over 7 yr
5479,id75480,0,25.0,Female,Over $100,Heterosexual,New Jersey,Masters,Professional,Single,1-3 yr
5480,id77836,0,22.0,Female,$75-99,Heterosexual,Maryland,College,Computer,Other,4-6 yr
5481,id89840,0,18.0,Male,,Heterosexual,New York,College,Education,Single,4-6 yr
5482,id77189,0,30.0,Male,$50-74,Heterosexual,California,College,Professional,Married,Over 7 yr
5483,id84583,1,,Male,,,Greece,College,Computer,Single,6-12 mo
5484,id80066,1,31.0,Female,$50-74,Heterosexual,New Jersey,College,Education,Married,Under 6 mo
5485,id83432,0,16.0,Male,$75-99,Heterosexual,Alberta,High School,Education,Single,1-3 yr
5486,id80919,0,23.0,Female,$40-49,Heterosexual,New Jersey,Special,Computer,Other,1-3 yr
5487,id71858,1,34.0,Male,$40-49,Heterosexual,Mexico,College,Professional,Married,6-12 mo
5488,id83235,0,28.0,Male,$30-39,Heterosexual,Illinois,Masters,Management,Single,1-3 yr
5489,id85383,1,39.0,Female,$20-29,Heterosexual,Missouri,Other,Other,Single,Under 6 mo
5490,id85137,0,44.0,Male,Over $100,Heterosexual,Texas,High School,Professional,Divorced,1-3 yr
5491,id88178,0,32.0,Male,$40-49,Heterosexual,Denmark,Some College,Computer,Other,1-3 yr
5492,id75959,1,19.0,Male,$75-99,Heterosexual,New York,High School,Education,Single,6-12 mo
5493,id81913,0,26.0,Male,,Heterosexual,Texas,Professional,Professional,Single,1-3 yr
5494,id88182,0,41.0,Male,Over $100,Heterosexual,New Jersey,Professional,Professional,Married,Over 7 yr
5495,id75396,0,27.0,Male,$20-29,Heterosexual,New York,College,Education,Married,4-6 yr
5496,id77329,0,29.0,Male,$30-39,,Kansas,Masters,Computer,Single,1-3 yr
5497,id88184,0,43.0,Male,,Gay male,United Kingdom,Masters,Education,Single,1-3 yr
5498,id89241,1,38.0,Female,$30-39,Heterosexual,Texas,Masters,Education,Single,6-12 mo
5499,id75089,0,28.0,Male,$30-39,Heterosexual,Australia,Professional,Computer,Other,4-6 yr
5500,id78527,0,49.0,Female,$30-39,Heterosexual,Texas,Some College,Computer,Divorced,4-6 yr
5501,id88573,0,28.0,Male,$30-39,Heterosexual,Arizona,College,Computer,Single,1-3 yr
5502,id71953,0,42.0,Female,Over $100,Heterosexual,Pennsylvania,College,Management,Married,1-3 yr
5503,id82321,0,41.0,Female,$30-39,Heterosexual,Florida,College,Computer,Single,1-3 yr
5504,id83894,0,33.0,Male,$30-39,Heterosexual,Texas,Some College,Professional,Married,4-6 yr
5505,id75977,1,40.0,Male,Under $10,Heterosexual,Nebraska,Some College,Other,Single,6-12 mo
5506,id88579,0,26.0,Female,$20-29,Heterosexual,Montana,College,Education,Married,1-3 yr
5507,id85384,1,40.0,Female,$40-49,Heterosexual,Maryland,Some College,Computer,Married,6-12 mo
5508,id72026,0,49.0,Female,$75-99,Heterosexual,Ohio,Some College,Computer,Married,1-3 yr
5509,id74731,0,27.0,Male,,Heterosexual,Denmark,College,Education,Single,1-3 yr
5510,id80870,0,59.0,Male,$40-49,Heterosexual,Ontario,Masters,Education,Married,1-3 yr
5511,id87110,0,42.0,Male,,Heterosexual,New Mexico,College,Computer,Married,Over 7 yr
5512,id88601,0,34.0,Male,Over $100,Heterosexual,Minnesota,College,Computer,Married,1-3 yr
5513,id88584,0,30.0,Male,$75-99,Heterosexual,California,College,Computer,Single,4-6 yr
5514,id76342,1,17.0,Male,,,Australia,Some College,Education,Single,Under 6 mo
5515,id83236,0,44.0,Male,$50-74,Heterosexual,Virginia,Doctoral,Education,Married,Over 7 yr
5516,id1742,0,19.0,Male,$40-49,Heterosexual,New Jersey,Some College,Education,Single,1-3 yr
5517,id72332,0,19.0,Male,,Heterosexual,Quebec,High School,Education,Single,1-3 yr
5518,id78767,0,40.0,Female,$20-29,Heterosexual,Indiana,Some College,Other,Separated,1-3 yr
5519,id79371,0,38.0,Male,$10-19,Heterosexual,Missouri,College,Other,Single,1-3 yr
5520,id71841,1,59.0,Male,$10-19,Heterosexual,Texas,Some College,Professional,Married,6-12 mo
5521,id80871,0,48.0,Male,$50-74,Heterosexual,Iowa,College,Computer,Married,1-3 yr
5522,id88588,0,26.0,Male,$50-74,Bisexual,California,High School,Computer,Other,4-6 yr
5523,id84431,0,70.0,Female,Under $10,Heterosexual,Missouri,College,Other,Divorced,1-3 yr
5524,id84683,0,34.0,Male,$50-74,Heterosexual,California,College,Computer,Married,Over 7 yr
5525,id88591,1,35.0,Female,$50-74,Heterosexual,Massachusetts,College,Professional,Single,6-12 mo
5526,id75879,0,21.0,Male,Over $100,Heterosexual,Maryland,Some College,Computer,Married,1-3 yr
5527,id73038,0,36.0,Male,$20-29,Gay male,Minnesota,College,Computer,Separated,4-6 yr
5528,id82399,1,29.0,Male,,Heterosexual,Florida,Some College,Other,Single,6-12 mo
5529,id85701,0,27.0,Male,$10-19,,Nebraska,College,Other,Single,1-3 yr
5530,id86946,0,,Male,,,New Hampshire,Some College,Computer,,1-3 yr
5531,id88592,0,32.0,Male,$50-74,Heterosexual,Georgia,Special,Other,Married,4-6 yr
5532,id78606,0,21.0,Female,$10-19,Heterosexual,Ontario,Some College,Education,Single,1-3 yr
5533,id74484,0,44.0,Female,$40-49,Heterosexual,Kentucky,Some College,Education,Married,1-3 yr
5534,id88603,0,28.0,Male,$30-39,Heterosexual,Australia,Some College,Computer,Married,Over 7 yr
5535,id88605,0,24.0,Female,$20-29,Heterosexual,California,College,Professional,Single,1-3 yr
5536,id77994,0,43.0,Male,$75-99,Heterosexual,Manitoba,Special,Other,Married,4-6 yr
5537,id88608,1,46.0,Female,$75-99,Heterosexual,Pennsylvania,Masters,Education,Married,Under 6 mo
5538,id74030,1,10.0,Male,$75-99,,Massachusetts,Grammar,Education,Single,6-12 mo
5539,id75245,1,16.0,Male,,Heterosexual,Maryland,Grammar,Education,Single,6-12 mo
5540,id85981,0,39.0,Female,$50-74,Heterosexual,Louisiana,Some College,Computer,Married,1-3 yr
5541,id86144,0,36.0,Male,$50-74,Heterosexual,Florida,High School,Computer,Married,4-6 yr
5542,id88610,0,28.0,Female,$40-49,Heterosexual,Ohio,College,Other,Single,1-3 yr
5543,id72906,0,40.0,Male,$40-49,,Netherlands,Masters,Other,Single,1-3 yr
5544,id78146,1,69.0,Male,,Heterosexual,New Hampshire,Some College,Other,Married,Under 6 mo
5545,id86223,0,47.0,Male,$50-74,Heterosexual,Michigan,Some College,Management,Single,1-3 yr
5546,id88208,0,38.0,Male,$50-74,Heterosexual,Wisconsin,Doctoral,Professional,Married,4-6 yr
5547,id81818,0,47.0,Female,Over $100,Heterosexual,Oklahoma,Some College,Computer,Married,1-3 yr
5548,id84076,0,54.0,Male,Over $100,Heterosexual,Louisiana,Professional,Education,Married,Over 7 yr
5549,id84600,0,51.0,Female,$40-49,Heterosexual,South Carolina,Doctoral,Professional,Single,4-6 yr
5550,id88257,0,41.0,Male,$75-99,Heterosexual,Colorado,College,Management,Married,1-3 yr
5551,id74718,0,26.0,Male,$40-49,Heterosexual,Sweden,Masters,Professional,Single,1-3 yr
5552,id77749,0,46.0,Male,$75-99,Heterosexual,New York,Some College,Management,Married,1-3 yr
5553,id87605,0,23.0,Male,$20-29,Heterosexual,Indiana,Some College,Education,Single,4-6 yr
5554,id71806,1,,Male,,Heterosexual,New Zealand,Some College,Other,Married,Under 6 mo
5555,id74445,0,29.0,Female,,Heterosexual,Georgia,Professional,Professional,Other,1-3 yr
5556,id74960,1,50.0,Female,$30-39,Heterosexual,Georgia,Some College,Computer,Divorced,Under 6 mo
5557,id86054,0,29.0,Male,$10-19,Gay male,British Columbia,College,Professional,Other,1-3 yr
5558,id86717,0,53.0,Male,Over $100,Heterosexual,Florida,Professional,Professional,Married,1-3 yr
5559,id88620,0,25.0,Male,$75-99,Heterosexual,Colorado,College,Computer,Single,4-6 yr
5560,id72492,1,24.0,Male,,Heterosexual,Other,Some College,Computer,Married,Under 6 mo
5561,id76602,0,35.0,Male,$30-39,Gay male,Ohio,Some College,Other,Other,1-3 yr
5562,id67097,1,21.0,Male,$75-99,Heterosexual,Alberta,High School,Management,Single,6-12 mo
5563,id78481,0,49.0,Male,Over $100,Heterosexual,Colorado,College,Management,Married,Over 7 yr
5564,id88627,0,18.0,Female,$50-74,Heterosexual,Missouri,High School,Education,Single,1-3 yr
5565,id74981,0,,Female,,Bisexual,California,College,Computer,Married,4-6 yr
5566,id77878,0,30.0,Male,$50-74,Heterosexual,New York,College,Computer,Single,Over 7 yr
5567,id85603,0,43.0,Male,$30-39,Heterosexual,Ohio,Special,Professional,Divorced,1-3 yr
5568,id87109,1,25.0,Female,$30-39,Lesbian,Connecticut,College,Other,Other,6-12 mo
5569,id88652,0,42.0,Female,$10-19,Heterosexual,Oregon,Masters,Education,Single,4-6 yr
5570,id85387,0,40.0,Male,$75-99,Heterosexual,Alabama,Doctoral,Education,Married,4-6 yr
5571,id72596,0,17.0,Male,,Heterosexual,United Kingdom,High School,Education,Single,1-3 yr
5572,id88209,0,26.0,Male,$30-39,Heterosexual,United Kingdom,Doctoral,Education,Married,Over 7 yr
5573,id83144,0,22.0,Male,$75-99,Heterosexual,Washington,Some College,Computer,Single,1-3 yr
5574,id71958,1,37.0,Male,$50-74,Gay male,New Jersey,College,Education,Other,Under 6 mo
5575,id82309,1,21.0,Female,$75-99,Heterosexual,Washington D.C.,Special,Computer,Single,6-12 mo
5576,id82601,1,41.0,Male,$40-49,Heterosexual,Florida,Some College,Professional,Married,6-12 mo
5577,id72341,1,71.0,Female,$20-29,Heterosexual,Tennessee,Some College,Other,Married,Under 6 mo
5578,id72487,1,13.0,Male,$50-74,,Kentucky,Grammar,Education,Single,6-12 mo
5579,id75536,1,25.0,Female,$50-74,Heterosexual,Minnesota,College,Professional,Married,Under 6 mo
5580,id5114,0,32.0,Male,$30-39,Heterosexual,Italy,Masters,Professional,Single,4-6 yr
5581,id86632,0,24.0,Female,$10-19,Heterosexual,California,College,Education,Married,1-3 yr
5582,id86924,0,44.0,Male,$10-19,Heterosexual,Mexico,Professional,Management,Married,1-3 yr
5583,id75746,0,44.0,Male,$50-74,Heterosexual,Texas,Special,Management,Married,1-3 yr
5584,id86391,0,29.0,Female,$75-99,Heterosexual,New York,Professional,Management,Married,4-6 yr
5585,id75596,0,24.0,Male,Under $10,Heterosexual,Other,High School,Computer,Married,1-3 yr
5586,id75767,0,44.0,Female,$40-49,Heterosexual,Wisconsin,Masters,Education,Other,4-6 yr
5587,id77735,0,50.0,Male,$40-49,Heterosexual,Singapore,College,Other,Married,4-6 yr
5588,id80653,0,27.0,Male,Over $100,Heterosexual,Pennsylvania,Some College,Computer,Married,Over 7 yr
5589,id72251,0,28.0,Male,$10-19,Heterosexual,Colombia,Masters,Computer,Single,4-6 yr
5590,id76778,0,24.0,Male,Under $10,Gay male,United Kingdom,College,Education,Other,Over 7 yr
5591,id80100,1,,Female,,Heterosexual,South Carolina,Special,Other,Married,Under 6 mo
5592,id86002,0,25.0,Male,$50-74,Heterosexual,Oregon,Masters,Computer,Married,Over 7 yr
5593,id86980,0,35.0,Male,Over $100,Heterosexual,Texas,College,Computer,Married,4-6 yr
5594,id87466,1,48.0,Female,Over $100,Heterosexual,Georgia,Doctoral,Professional,Married,Under 6 mo
5595,id798,0,50.0,Male,,Heterosexual,Ontario,Some College,Computer,Married,4-6 yr
5596,id82402,0,49.0,Female,$50-74,Lesbian,New York,Masters,Education,Divorced,4-6 yr
5597,id87070,0,39.0,Male,,Heterosexual,California,Masters,Professional,Single,1-3 yr
5598,id58447,1,36.0,Male,,Heterosexual,Saskatchewan,College,Professional,Married,6-12 mo
5599,id88647,0,16.0,Male,,Heterosexual,New Jersey,High School,Education,Single,4-6 yr
5600,id71418,0,43.0,Male,Over $100,Heterosexual,Connecticut,Professional,Professional,Married,1-3 yr
5601,id85615,0,25.0,Male,$30-39,Heterosexual,Switzerland,Some College,Computer,Single,1-3 yr
5602,id83176,1,31.0,Female,$40-49,Heterosexual,New York,College,Professional,Single,Under 6 mo
5603,id85838,0,32.0,Female,Under $10,Heterosexual,Ohio,Special,Computer,Separated,1-3 yr
5604,id88193,0,38.0,Male,Over $100,Heterosexual,California,Professional,Professional,Single,1-3 yr
5605,id71894,1,60.0,Male,$40-49,Heterosexual,Texas,College,Management,Married,6-12 mo
5606,id77231,0,37.0,Male,$50-74,Heterosexual,New York,Some College,Computer,Married,1-3 yr
5607,id84340,0,65.0,Female,Over $100,Heterosexual,Florida,College,Other,Married,1-3 yr
5608,id80179,0,46.0,Male,$40-49,Heterosexual,Wisconsin,Some College,Professional,Married,4-6 yr
5609,id88196,0,24.0,Male,$50-74,Heterosexual,Massachusetts,Masters,Computer,Other,4-6 yr
5610,id72990,0,30.0,Male,,Heterosexual,Minnesota,College,Computer,Married,Over 7 yr
5611,id85655,0,24.0,Male,$20-29,Heterosexual,Texas,Special,Computer,Married,1-3 yr
5612,id88660,1,26.0,Male,$20-29,Heterosexual,North Carolina,High School,Computer,Single,6-12 mo
5613,id75238,0,20.0,Male,Over $100,Heterosexual,New Hampshire,Some College,Education,Single,1-3 yr
5614,id78060,0,41.0,Male,$10-19,Heterosexual,India,Masters,Computer,Married,4-6 yr
5615,id78206,0,23.0,Male,$30-39,Heterosexual,Ontario,College,Computer,Single,4-6 yr
5616,id78435,0,,Female,$50-74,Heterosexual,Indiana,Some College,Computer,Married,1-3 yr
5617,id72581,0,,Female,,Heterosexual,Texas,College,Professional,Single,4-6 yr
5618,id84240,0,36.0,Male,$50-74,Heterosexual,California,College,Professional,Divorced,1-3 yr
5619,id84784,0,28.0,Female,$40-49,Heterosexual,Texas,Masters,Management,Single,1-3 yr
5620,id90112,0,19.0,Male,,Heterosexual,Washington,Some College,Education,Single,4-6 yr
5621,id74979,1,44.0,Male,$10-19,Heterosexual,Florida,Some College,Other,Other,Under 6 mo
5622,id85390,0,31.0,Male,$50-74,,New Jersey,College,Computer,Other,Over 7 yr
5623,id82894,0,39.0,Female,$75-99,Heterosexual,Florida,College,Computer,Married,4-6 yr
5624,id66361,0,24.0,Male,$20-29,Heterosexual,Michigan,Some College,Computer,Single,4-6 yr
5625,id88475,0,55.0,Male,$50-74,Heterosexual,Australia,College,Computer,Married,1-3 yr
5626,id72756,1,22.0,Female,,Heterosexual,Arizona,Some College,Computer,Married,Under 6 mo
5627,id73967,0,26.0,Male,,Heterosexual,United Kingdom,Some College,Education,Single,1-3 yr
5628,id83234,0,24.0,Male,$50-74,Heterosexual,California,Some College,Computer,Single,Over 7 yr
5629,id88659,0,71.0,Male,$40-49,Heterosexual,Florida,Some College,Other,Married,4-6 yr
5630,id71336,0,34.0,Female,$50-74,Bisexual,California,Some College,Other,Married,1-3 yr
5631,id76604,0,23.0,Female,Under $10,Heterosexual,Pennsylvania,Masters,Education,Single,4-6 yr
5632,id71658,0,26.0,Male,$40-49,Heterosexual,Maryland,Professional,Education,Married,4-6 yr
5633,id82107,0,25.0,Male,$30-39,Heterosexual,Virginia,College,Computer,Married,1-3 yr
5634,id83901,0,35.0,Male,$40-49,Heterosexual,Pennsylvania,Special,Computer,Married,1-3 yr
5635,id85860,0,26.0,Male,$10-19,Heterosexual,Germany,Masters,Management,Single,1-3 yr
5636,id10758,0,34.0,Male,$50-74,Heterosexual,California,Some College,Computer,Married,1-3 yr
5637,id79465,1,38.0,Male,$40-49,Heterosexual,Georgia,College,Management,Single,Under 6 mo
5638,id74542,0,37.0,Male,$50-74,Heterosexual,Massachusetts,College,Computer,Single,4-6 yr
5639,id84602,0,33.0,Male,$50-74,Heterosexual,Vermont,Some College,Computer,Married,1-3 yr
5640,id86929,1,60.0,Male,$50-74,Heterosexual,California,Some College,Management,Married,6-12 mo
5641,id79592,1,25.0,Male,$40-49,Heterosexual,Georgia,Some College,Computer,Single,6-12 mo
5642,id90103,0,22.0,Female,Under $10,Heterosexual,Connecticut,Some College,Education,Single,4-6 yr
5643,id83933,0,32.0,Male,Over $100,Heterosexual,California,College,Computer,Single,1-3 yr
5644,id74952,0,16.0,Male,,Heterosexual,Pennsylvania,Other,Education,Single,4-6 yr
5645,id73140,0,21.0,Female,Over $100,Heterosexual,Georgia,High School,Education,Single,4-6 yr
5646,id77992,0,46.0,Male,$50-74,Heterosexual,Washington,College,Professional,Other,1-3 yr
5647,id85933,0,46.0,Male,$40-49,Heterosexual,Delaware,College,Computer,Divorced,Over 7 yr
5648,id86928,0,26.0,Male,$50-74,Heterosexual,Wisconsin,Some College,Computer,Married,1-3 yr
5649,id79088,0,33.0,Male,$50-74,,Canada & Mexico,Some College,Professional,Married,1-3 yr
5650,id79090,0,28.0,Male,$40-49,Heterosexual,Illinois,College,Management,Single,1-3 yr
5651,id78928,1,46.0,Female,$40-49,Heterosexual,North Carolina,Special,Professional,Single,Under 6 mo
5652,id79093,0,21.0,Male,,,Arizona,Some College,Education,Other,1-3 yr
5653,id79094,0,59.0,Male,,Heterosexual,West Virginia,College,Other,Married,1-3 yr
5654,id76236,0,40.0,Female,$50-74,Heterosexual,Virginia,Some College,Education,Divorced,1-3 yr
5655,id82196,0,28.0,Female,$20-29,Heterosexual,Virginia,Masters,Professional,Married,1-3 yr
5656,id75117,0,44.0,Male,Over $100,Heterosexual,New Jersey,College,Management,Married,1-3 yr
5657,id79095,0,61.0,Male,$20-29,,Panama,Some College,Computer,Married,1-3 yr
5658,id84163,0,23.0,Male,$20-29,Heterosexual,Quebec,College,Computer,Single,4-6 yr
5659,id84926,0,39.0,Male,$40-49,Heterosexual,Alberta,Some College,Other,Married,1-3 yr
5660,id73054,0,49.0,Male,$40-49,Bisexual,Australia,College,Professional,Divorced,1-3 yr
5661,id88835,0,22.0,Female,$10-19,Heterosexual,California,College,Education,Single,1-3 yr
5662,id89538,0,27.0,Male,$20-29,Heterosexual,Florida,College,Computer,Divorced,Over 7 yr
5663,id8267,1,42.0,Male,$10-19,Heterosexual,California,High School,Education,Divorced,Under 6 mo
5664,id73853,0,21.0,Male,$30-39,Heterosexual,Illinois,Some College,Computer,Single,4-6 yr
5665,id77388,1,16.0,Female,,Heterosexual,British Columbia,Grammar,Education,Single,6-12 mo
